math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid,composite_score,resource_index,schltype_enc,schllocation_enc,gender_enc,immig_enc,homelang_enc,schlregion_enc,cluster
495.58749,517.51941,516.55371,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-0.6174,1.1563,0.7755,0.6155,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82652242,509.88687,6,1,3,0,1,0,2,2
347.71051,303.68469,332.28259,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,-1.0272,-0.0276,-0.3886,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82650793,327.89259666666663,5,1,3,1,1,0,2,1
622.82208,622.14221,652.71539,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,2.1655,1.1563,0.7652,1.9538,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82651961,632.5598933333332,6,1,3,1,1,0,2,2
530.19318,507.24231,505.1871,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,"ISCED 3B, C","ISCED 3B, C",11,-0.831,0.0321,-0.5199,-0.3349,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82650413,514.20753,6,1,3,1,1,0,2,1
521.83337,518.9361,513.21381,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,1.1563,0.1378,1.0751,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82653710,517.9944266666666,6,1,3,1,1,0,2,2
459.52301,442.72891,482.3017,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,ISCED 2,ISCED 2,10,-0.831,1.1563,1.2706,1.0751,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82654577,461.5178733333333,6,1,3,1,1,0,2,2
548.50922,566.90259,560.1189,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,1.0478,-0.8323,-0.4938,-1.1809,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82653125,558.5102366666666,5,1,3,1,1,0,2,1
643.96521,661.37201,669.7489,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-0.4365,1.1563,0.5501,1.0751,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82651889,658.36204,6,1,3,1,1,0,2,2
456.31741,394.4743,435.82349,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.2031,0.2156,-0.0276,-0.2111,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82652149,428.87173333333334,6,1,3,1,1,0,2,1
456.78659,467.73041,471.09579,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,1.0478,1.1563,2.7662,2.618,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82654066,465.20426333333336,6,1,3,1,1,0,2,2
580.51099,643.03589,681.65863,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.0045,1.1563,2.011,2.618,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82652571,635.0685033333333,6,1,3,1,1,0,2,2
455.5452,433.8761,494.0282,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,1.0478,-0.7218,0.6121,1.6987,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82652239,461.14983333333333,6,1,3,1,1,0,2,2
628.34802,571.87769,605.27533,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,0.1508,1.1563,1.0887,1.9538,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82653165,601.8336800000001,6,1,3,1,1,0,2,2
408.3721,399.76321,389.2861,Male,Native,Language of test,Yes,Yes,Yes,No,Yes,Yes,101-200 books,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.831,-1.1119,0.8537,0.0734,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82654092,399.14047,5,1,3,1,1,0,2,1
611.41339,613.81329,640.20868,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.4343,1.1563,3.2181,2.618,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,12.0826,731,18,82650053,82650202,621.8117866666668,6,1,3,1,1,0,2,2
532.16339,540.13062,549.4494,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,0.6093,1.1563,0.9942,0.825,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82654114,540.5811366666667,6,1,2,0,1,0,2,2
497.5882,491.20749,538.91858,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,-1.0509,0.8864,0.4892,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82652122,509.23809,5,1,2,0,1,0,2,2
587.58521,597.3811,586.32452,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.2145,0.0321,1.939,2.618,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651347,590.4302766666666,6,1,2,0,1,0,2,2
399.53299,435.685,363.62259,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-0.1108,1.0099,0.2146,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651140,399.6135266666667,6,1,2,0,1,0,2,1
558.49512,601.38037,610.52521,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,0.1919,-0.1108,-0.5989,-0.3708,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651293,590.1335666666666,6,1,2,0,1,0,2,1
329.4379,428.38351,344.47739,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.0835,0.0321,1.0187,-0.2111,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82654262,367.4329333333333,6,1,2,0,1,0,2,2
566.84851,594.53857,591.6109,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.5025,-0.7218,1.2543,0.9455,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651607,584.33266,6,1,2,0,1,0,2,2
435.47549,457.44351,418.20309,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.7273,-0.1108,-0.799,-1.0275,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651437,437.04069666666663,6,1,2,0,1,0,2,1
470.96039,450.87601,465.99231,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.2737,1.1563,1.0816,1.0751,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651731,462.60957,6,1,2,0,1,0,2,2
405.3284,328.22659,377.57831,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.7039,0.0321,-0.2384,-0.5288,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82653903,370.3777666666667,6,1,2,1,1,0,2,1
387.345,386.19141,397.71161,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,0.0768,1.1563,2.0825,2.618,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82652472,390.41600666666665,6,1,2,1,1,0,2,2
597.0788,575.10309,567.14178,Male,Native,Language of test,No,Yes,No,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.2107,-1.1268,0.0396,-0.4203,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82653841,579.7745566666666,4,1,2,1,1,0,2,1
530.62408,466.14941,509.80261,Male,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,ISCED 2,ISCED 2,10,-0.356,1.1563,-0.1843,-0.1135,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651801,502.1920333333333,6,1,2,1,2,1,2,1
495.11151,473.84241,522.59711,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.7273,1.1563,1.6706,3.4968,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82654208,497.1836766666667,6,1,2,1,1,0,2,2
613.88977,622.9408,623.4278,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-0.0514,-0.1108,0.206,0.0614,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82653400,620.0861233333334,6,1,2,1,1,0,2,2
648.1181,634.88647,647.35858,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,0.0058,-0.1108,2.1047,1.232,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651866,643.4543833333333,6,1,2,1,1,0,2,2
412.52789,377.36151,368.93301,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.2107,1.1563,0.7053,0.4685,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82654344,386.27413666666666,6,1,2,1,1,0,2,2
473.50201,457.9285,451.2431,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,0.0321,-0.5408,-0.8588,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82651553,460.8912033333333,6,1,2,1,1,0,2,1
514.00293,539.72089,565.1109,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.2598,1.1563,1.1204,0.6155,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82652670,539.6115733333335,6,1,2,1,1,0,2,2
439.24631,410.82611,418.60059,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.0058,1.1563,0.8008,-0.1025,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82653212,422.89100333333334,6,1,2,1,1,0,2,2
518.35107,488.94009,451.39651,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-0.2818,-0.7218,1.2356,0.9104,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,13.2615,862,23,82650055,82650578,486.2292233333333,6,1,2,1,1,0,2,2
347.45331,274.48431,241.0211,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-0.5041,-1.0668,1.3057,3.4968,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82653871,287.65290666666664,5,1,0,0,1,0,2,1
483.19989,562.95178,502.37329,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,0.1919,0.0321,-0.5742,-0.4459,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82651316,516.1749866666667,6,1,0,0,1,0,2,1
463.05829,515.46942,493.6611,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,ISCED 2,ISCED 5B,14,-0.2107,0.0321,0.1471,0.2793,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82654381,490.7296033333334,6,1,0,0,1,0,2,1
433.60669,476.84039,430.76111,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,0.0768,1.1563,-0.5797,-0.1025,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82650021,447.0693966666667,6,1,0,0,1,0,2,1
472.69409,491.46509,435.07309,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-0.356,0.0321,0.4587,-0.0708,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82651485,466.41075666666666,6,1,0,0,1,0,2,1
430.884,438.64771,414.06149,Female,First-Generation,Other language,Yes,No,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,0.6093,1.1563,-0.8176,0.4091,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82654166,427.8644,5,1,0,0,0,1,2,1
418.04349,425.84399,397.12161,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-0.9364,0.0321,1.187,1.9538,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82653662,413.66969666666665,6,1,0,0,1,0,2,2
555.7373,602.36639,589.685,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,0.8691,2.618,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82654057,582.59623,6,1,0,0,1,0,2,2
490.3569,525.66412,546.34491,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,0.8021,-0.341,0.1497,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82651749,520.7886433333333,6,1,0,0,1,0,2,1
337.57861,315.7175,317.4212,Male,Native,Language of test,Yes,No,No,Yes,Yes,No,0-10 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,-1.2457,0.2279,-0.2998,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82651639,323.57243666666665,3,1,0,1,1,0,2,1
464.17621,495.94958,482.07901,Male,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.6093,1.1563,-2.3558,-1.9553,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82650111,480.73493333333334,6,1,0,1,0,1,2,1
405.8819,453.8363,461.92169,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,ISCED 2,ISCED 2,10,0.0058,1.1563,-0.5419,-0.1025,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82654491,440.54663,6,1,0,1,1,0,2,1
409.88629,367.9772,371.47131,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-0.4343,1.1563,0.5619,0.6155,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82651420,383.1116,6,1,0,1,1,0,2,2
527.57349,531.31641,536.0257,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.2107,1.1563,0.9193,1.9538,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82651823,531.6385333333334,6,1,0,1,1,0,2,2
456.2619,423.73001,438.2789,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.356,1.1563,0.5252,0.4241,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,11.4154,371,23,82650056,82653725,439.42360333333335,6,1,0,1,2,0,2,2
502.56549,510.02271,468.5253,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.831,1.1563,0.1585,0.1321,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82654365,493.7045,6,1,0,0,1,0,2,1
631.39429,663.04968,691.48682,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,-0.1108,0.2116,0.3366,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82650220,661.9769299999999,6,1,0,0,1,0,2,2
569.34662,590.57269,580.2171,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,101-200 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-0.2107,-1.3175,0.4379,-0.5891,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82650353,580.04547,5,1,0,0,1,0,2,1
642.09137,695.3584,692.96033,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,0.5025,-1.2004,-0.8544,-0.4997,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82653252,676.8033666666666,5,1,0,0,1,0,2,1
465.24109,460.05399,436.3996,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.356,1.1563,-0.1847,-0.2111,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82654281,453.8982266666667,6,1,0,0,1,0,2,2
506.89001,540.75262,486.871,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,1.0478,1.1563,0.3205,0.4241,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82653149,511.5045433333333,6,1,0,0,1,0,2,2
558.5766,560.51892,523.17352,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-0.831,-0.7218,0.8007,1.6987,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82650289,547.4230133333333,6,1,0,0,1,0,2,1
546.83893,577.79602,612.63129,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,0.0205,0.4241,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82652640,579.0887466666667,6,1,0,0,1,0,2,2
531.16278,584.22321,584.11169,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.6093,0.0321,0.7882,0.825,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82650120,566.4992266666667,6,1,0,0,1,0,2,2
410.7355,377.5954,361.69101,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,No,0-10 books,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.7039,-0.9044,-0.3468,-0.1135,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82652029,383.3406366666666,4,1,0,0,1,0,2,1
550.13647,539.66937,567.99591,Female,Native,Language of test,Yes,Yes,Yes,No,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.2278,-0.9719,0.059,-0.4459,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82652345,552.6005833333334,5,1,0,0,1,0,2,1
480.63849,450.05042,446.10431,Male,Native,Language of test,No,No,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-0.2031,-0.1639,0.3795,0.0257,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82652400,458.93107333333336,4,1,0,1,1,0,2,1
453.70251,413.07959,409.12869,Male,Native,Other language,No,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-0.1639,-0.3691,-0.1135,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82652894,425.30359666666664,5,1,0,1,1,1,2,1
458.8288,395.64371,469.26151,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.0478,1.1563,1.0536,1.9538,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82652398,441.24467333333337,6,1,0,1,1,0,2,2
532.45117,512.31873,541.56512,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,0.8021,1.1894,2.0331,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82651066,528.77834,6,1,0,1,1,0,2,2
375.5567,376.64011,410.68811,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-0.831,0.0321,-1.1978,-1.1173,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82653199,387.6283066666667,6,1,0,1,1,0,2,1
567.729,561.75232,569.65747,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,2.1655,-0.5229,0.6612,-0.0411,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82652621,566.3795966666667,6,1,0,1,1,0,2,2
386.66901,404.81311,368.01639,Male,First-Generation,Other language,No,No,Yes,Yes,Yes,Yes,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.4343,-0.7541,-0.212,0.1321,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82651176,386.4995033333333,4,1,0,1,0,1,2,1
472.15869,483.71371,494.67609,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.7777,-0.7218,-0.5189,-0.2729,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82653029,483.5161633333333,6,1,0,1,1,0,2,1
550.62659,606.86243,622.06183,Male,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,0.1508,1.1563,-0.0927,2.5579,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82650281,593.1836166666667,6,1,0,1,0,1,2,2
381.11331,384.539,386.60269,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.6093,1.1563,1.2783,1.9538,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,10.9333,820,23,82650057,82651044,384.085,6,1,0,1,1,0,2,2
395.45291,468.7041,444.62411,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-0.4343,0.0321,-0.9938,-0.822,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,20.0839,1436,28,82650059,82653057,436.2603733333333,6,1,3,0,1,0,2,1
508.12531,560.00262,534.34912,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,ISCED 5B,ISCED 5B,14,0.6093,-0.1639,1.4233,2.618,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,20.0839,1436,28,82650059,82652342,534.1590166666666,5,1,3,0,1,0,2,2
