math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid
578.98749,532.84418,572.14441,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-1.6287,1.1563,1.2783,1.9538,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82653276
566.15558,568.00818,595.80542,Male,Native,Language of test,Yes,No,No,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.8341,-.6133999999999999,.8631,.385,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82652570
626.23462,558.77191,619.33661,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.7776999999999999,-.1108,2.2713,2.3257,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82652793
557.54462,571.38483,565.90491,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.2107,1.1563,1.6669,2.618,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82652665
509.82819,525.3631,528.18988,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,-.1108,1.5893,.9104,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82653179
616.41162,592.7735,647.06342,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,.7776999999999999,1.1563,-.0872,-.2221,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82653908
469.25269,449.3476,422.04449,Male,Native,Language of test,No,No,No,Yes,Yes,No,0-10 books,ISCED 2,ISCED 2,ISCED 2,10,-.831,-2.1806,-.316,-.9389,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82651821
495.3175,503.57819,513.35083,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-1.6287,-.1108,-.5199,-.5184,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82653851
367.3403,372.3743,329.6546,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.356,1.1563,1.5739,2.618,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82653677
413.53949,375.33859,385.6687,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-1.6287,-.7218,.9929,.196,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82652457
401.91129,397.8483,384.7056,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.432,.2156,1.852,1.9538,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82651495
362.48849,320.76041,360.48419,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,ISCED 2,ISCED 2,10,.0058,1.1563,1.7069,1.4083,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,16.0584,1100,28,82650002,82653638
368.45551,298.29779,360.71121,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.4113,.8021,1.6393,1.9538,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82654254
475.87259,452.7294,496.43951,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-1.2278,-.5199,.404,.2793,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82650317
524.09747,605.88013,590.48578,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,-.7039,1.1563,.9151,.2387,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82650043
633.71381,585.57501,642.6496,Female,Native,Language of test,Yes,No,Yes,No,Yes,No,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-2.0662,-.7792,-.6266,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82650167
559.33337,572.54218,601.36902,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,1.5783,1.9538,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82654417
611.4491,597.35681,594.11658,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.5041,-.1108,-.223,-.3997,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82654437
483.30649,522.52991,538.99561,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",16,-.2107,-1.2004,.9376,.5125999999999999,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82654455
548.67401,521.22137,579.42078,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.2107,-.7218,.6568000000000001,.7425,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82654087
475.4325,497.9859,537.50238,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.0478,1.1563,1.0862,.0139,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82650961
477.55289,439.84229,453.84351,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.2818,-.1108,.597,.6932,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82650109
501.2883,502.47791,513.05811,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,ISCED 2,ISCED 5B,14,-.6173999999999999,-1.4595,1.0816,.6932,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82652245
445.49219,479.2037,489.39249,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.522,-.7218,.3687,.4892,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82653580
561.698,519.73889,570.75012,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.8341,-.1639,1.2543,1.4662,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82653890
703.14398,698.02881,747.3858,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,.9115,1.9538,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82650495
713.43591,599.28461,642.40009,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,.1927,2.0474,1.4083,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82650565
639.93158,562.08362,617.95221,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.5975,-.7218,1.8177,.351,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82652395
440.94821,385.2916,436.11591,Male,Native,Language of test,No,Yes,Yes,No,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-.522,-1.9024,.6225000000000001,.9104,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82653139
459.24539,439.34689,449.05981,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,2.5575,1.1563,1.2956,1.4083,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82650574
604.29181,522.28271,605.33929,Male,Native,Language of test,Yes,Yes,Yes,No,Yes,No,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.831,-1.3821,-.0847,-.9258999999999999,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82653266
516.80121,454.01541,505.276,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,0-10 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.9969,-.5343,1.436,1.4083,United Kingdom: Scotland,A small town (3 000 to about 15 000 people),Public,12.7419,790,28,82650003,82654487
513.84778,493.2197,528.5885,Female,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.2278,-.7218,-.1983,.1832,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82653095
557.12903,616.50787,619.14911,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-1.6287,1.1563,-.1789,.1497,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82652461
430.24289,526.67999,458.02261,Female,Native,Language of test,No,Yes,No,Yes,Yes,No,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.9969,-1.813,-.0235,-.493,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82654290
576.75342,610.02429,595.86768,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-.5041,-.7541,1.9052,2.5579,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82651579
402.33511,456.55579,380.65771,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-.831,1.1563,.4169,-.1135,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82653099
453.8916,448.73111,460.60791,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C",ISCED 5B,ISCED 5B,14,-1.6287,-.7218,.5619,.351,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82652755
455.22311,472.8118,442.08401,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,0-10 books,ISCED 2,ISCED 2,ISCED 2,10,-1.6287,-.9044,1.6393,1.9538,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82653990
507.3277,517.37469,548.21887,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,-.8341,1.1563,.792,1.0751,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82654146
417.4274,386.04901,353.7207,Female,Native,Language of test,Yes,Yes,Yes,No,Yes,No,26-100 books,ISCED 1,ISCED 2,ISCED 2,10,-.3696,-1.3239,.5422,-.3461,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82652089
480.11459,461.96411,457.9903,Male,Native,Language of test,Yes,Yes,No,No,Yes,Yes,0-10 books,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-.5975,-1.4299,1.262,1.6987,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82651073
324.2197,293.5632,322.08469,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.2951,1.1563,1.852,1.9538,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82650754
498.7551,491.08301,451.66931,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-1.6287,1.1563,1.8151,3.4968,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82650383
424.22751,366.44171,386.4848,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.6093,1.1563,2.0639,.4241,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82651833
466.64621,446.05551,415.92081,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.831,-.6133999999999999,.5561,.2793,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82651550
528.44202,581.02808,580.93689,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,No,11-25 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.6287,-1.4682,-1.1296,-1.048,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82654160
346.83871,322.31021,337.6235,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,.2834,1.1563,2.8349,2.618,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82651602
433.98871,443.03271,427.41379,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,No,0-10 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.831,-1.6847,-1.3289,-1.3205,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82652510
431.5715,424.27209,444.6972,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-1.6287,-.7541,-.5007,-.4459,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,11.6842,1110,53,82650006,82654531
361.43451,473.84869,385.1828,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.2031,1.1563,-.1471,-.3349,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82653788
486.95911,505.46851,411.93591,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,No,11-25 books,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",16,-.8341,-1.746,.467,.4892,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82651130
543.24847,531.95227,530.85022,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.0071,.0321,.4882,1.9538,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82653242
415.03339,458.8447,408.00879,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,0-10 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.6365,-.5343,-.2012,-.1135,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82653632
454.45361,533.92389,442.85941,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.4945,.0321,-.0442,-.1135,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82653505
463.65948,538.13641,435.10831,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.2818,-1.1289,-.5298,-.7882,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82652776
514.81458,555.7652,573.84271,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,1.0478,1.1563,.6589,.597,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82651027
547.38507,575.40808,569.78241,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,ISCED 5B,ISCED 5B,14,-.2107,-.7218,1.4056,2.3257,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82651201
526.50732,535.04437,534.87238,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-1.6287,.0321,.5432,.7936,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82653838
426.6301,488.69571,442.0318,Female,Native,Language of test,Yes,No,No,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,-1.3651,.1141,.1832,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82652428
598.604,577.87292,603.77667,Male,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,ISCED 2,ISCED 2,10,.6093,-.1108,.1598,.3366,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82650781
418.61469,447.82739,469.23169,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-1.6287,-.8323,-.5252,-.3708,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82651397
430.48279,415.87219,403.05609,Male,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,None,ISCED 2,10,-.2598,.0321,.1024,.7936,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82652044
494.6994,525.8396,535.24933,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.356,-.8323,-.1847,-.3886,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82650005
518.69873,496.5477,476.26981,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.6334,.8021,.4022,.4487,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82650316
586.28442,599.94708,615.53308,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.522,-.5229,-1.2758,-1.3205,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82650402
405.51321,407.03549,358.04581,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-1.6287,.0321,-.0877,.4241,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82650542
457.77829,436.3396,443.289,Male,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 2,ISCED 5B,ISCED 5B,14,-.522,.0321,-.5545,-.3173,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82651454
453.52219,571.75238,507.08701,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,11-25 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-1.6287,-1.0346,-.5516,-.6677,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82653947
494.08319,524.84387,509.28049,Male,Native,Language of test,No,Yes,Yes,No,Yes,Yes,101-200 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,.3941,-1.9024,-.2818,-.7882,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82651985
408.7724,433.06531,395.62201,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",12,-.7272999999999999,.0321,-.8201000000000001,-.822,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82651164
452.5195,420.4223,426.30569,Male,Native,Language of test,No,Yes,No,Yes,Yes,No,26-100 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,-1.7062,-1.0614,.3124,.2793,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82650445
663.53259,706.1369,747.71509,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,-.7218,1.3132,1.232,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82650397
459.66879,405.3989,433.298,Male,Native,Language of test,No,No,Yes,Yes,Yes,No,11-25 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-.9969,-1.746,-.5962,-.2903,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82651330
609.11011,598.7442,597.19067,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,-.7218,.9304,1.232,United Kingdom: Scotland,A city (100 000 to about 1 000 000 people),Public,12.3022,855,23,82650009,82650465
613.59619,610.57239,634.27759,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-.7039,.0321,.7171,.7936,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82652826
504.2767,487.0303,498.37271,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,1.0478,-.7218,1.1045,.5296,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82653448
496.39709,529.05878,495.1059,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,1.0478,1.1563,2.2903,1.9538,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82652027
514.0755,538.83112,469.4104,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",16,.2162,.0321,1.2783,1.9538,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82654598
400.67459,435.3288,441.32431,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 1,ISCED 5B,14,-1.2278,.0321,.9824000000000001,2.0331,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82650398
388.51849,431.9397,394.17639,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,No,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-1.3402,.8122,1.4083,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82651405
463.5061,494.3439,500.57169,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,2.1655,1.1563,.3811,.2793,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82651171
409.45569,434.5975,397.06049,Female,Native,Language of test,No,No,Yes,No,Yes,Yes,101-200 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-.1338,-1.1764,.4087,.0257,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82653597
420.51031,369.5448,417.48981,Female,Native,Language of test,No,Yes,Yes,No,Yes,No,0-10 books,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,-2.9153,-1.0131,-1.3391,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82651988
453.3551,450.30139,416.0199,Female,Native,Language of test,No,Yes,Yes,No,Yes,Yes,11-25 books,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.7039,-1.9024,-.859,-.2205,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82651041
476.59781,462.81921,525.21307,Female,Native,Language of test,No,Yes,Yes,No,No,No,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.4365,-2.3196,-1.9201,-1.8307,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82650294
482.0415,524.44409,462.45981,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.2818,.0321,-.0783,-.1025,United Kingdom: Scotland,A town (15 000 to about 100 000 people),Public,14.8456,1106,28,82650012,82652367
